call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P170005324,1/10/2017 0:00,1628,13353,STONEBRIDGE LN NE,122657479,25420252,MISC4
P170005419,1/10/2017 0:00,1936,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,WC3
P170005630,1/11/2017 0:00,0752,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,UNWAN3
P170006348,1/12/2017 0:00,1439,271,WYATT WAY NE,122484695,23372947,MISC4
P170004112,1/8/2017 0:00,0946,835,MADISON AVE N,122415345,23498497,WC3
P170004486,1/9/2017 0:00,0829,13203,NE CAMBRIDGE CREST WAY,122199044,25647001,ALRA
P170006690,1/13/2017 0:00,0833,8563,NE DAY RD E,122131244,25205750,T
P170004501,1/9/2017 0:00,0900,7169,STATE HWY 305 NE,122523030,23897367,PC4
P170006516,1/12/2017 0:00,2017,835,MADISON AVE N,122415345,23498497,WC911
P170006640,1/13/2017 0:00,0253,14013,PHELPS RD NE,122297646,25681738,PC4
P170006643,1/13/2017 0:00,0258,15446,SUNRISE DR NE,122763796,26092302,PC4
P170006652,1/13/2017 0:00,0411,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,T
P170006688,1/13/2017 0:00,0831,8563,NE DAY RD E,122131244,25205750,T
P170006725,1/13/2017 0:00,0952,,"XY(122714967,23570345)",122714967,23570345,CELL
P170005737,1/11/2017 0:00,1212,107,MADISON AVE N,122427979,23252266,BLS
P170005810,1/11/2017 0:00,1437,,"XY(122089941,25029987)",122089941,25029987,CELL
P170003368,1/6/2017 0:00,2108,4106,NE EAGLE HARBOR DR,122716029,22862930,PC4
P170006140,1/12/2017 0:00,0856,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170006142,1/12/2017 0:00,0904,8800,MADISON AVE N,122461785,23903536,T
P170007396,1/14/2017 0:00,1325,,ALDER AVE NE / NE WING POINT WAY,122989465,23367056,T
P170004731,1/9/2017 0:00,1552,,EDGECOMBE PL NE / MANITOU BEACH DR NE,122500278,24305201,T
P170006766,1/13/2017 0:00,1123,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170006976,1/13/2017 0:00,1639,,MILLER RD NE / PETERSON HILL RD NE,121669910,24878617,T
P170004972,1/10/2017 0:00,0453,11356,OLYMPIC TERRACE AVE NE,121470450,24823554,DV2
P170005209,1/10/2017 0:00,1401,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170005219,1/10/2017 0:00,1408,8900,MILLER RD NE,121353167,23969733,T
P170005909,1/11/2017 0:00,1759,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,RECKL3
P170007528,1/14/2017 0:00,1813,907,CARVER ST,118435000,20790500,MEDIA
P170007773,1/15/2017 0:00,0422,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,FI
P170007905,1/15/2017 0:00,1257,234,WOOD AVE SW,122365695,23199546,DOAB
P170007983,1/15/2017 0:00,1540,,"XY(121079600,24707095)",121079600,24707095,CELL
P170008104,1/15/2017 0:00,2000,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170006147,1/12/2017 0:00,0916,1270,MADISON AVE N,122444495,23625547,T
P170006247,1/12/2017 0:00,1144,253,HIGH SCHOOL RD NE,122470100,23646300,T
P170006301,1/12/2017 0:00,1320,,JACOLET LN NW / MADISON AVE N,122431713,23410450,T
P170006357,1/12/2017 0:00,1501,,MADISON AVE N / MADRONE LN N,122446221,23235810,CELL
P170006559,1/12/2017 0:00,2139,15446,SUNRISE DR NE,122763796,26092302,PC4
P170006578,1/12/2017 0:00,2234,,NE DAY RD W / ZANSHIN LN NE,121876880,25252390,PC4
P170005240,1/10/2017 0:00,1423,19310,7TH AVE NE,119549500,27447100,FI
P170005308,1/10/2017 0:00,1602,,"XY(122321494,23821586)",122321494,23821586,CELL
P170005385,1/10/2017 0:00,1819,304,GROW AVE NW,122340595,23325947,MISSI4
P170005416,1/10/2017 0:00,1933,,AGATEWOOD RD NE / STATE HWY 305 NE,121562268,26138373,MVC3
P170005433,1/10/2017 0:00,2007,11174,SUNRISE DR NE,122722611,24689467,PC4
P170006745,1/13/2017 0:00,1036,,NE DAY RD E / NORTH MADISON AVE NE,122469056,25230947,T
P170007938,1/15/2017 0:00,1357,5068,KITSAP WAY,118382171,21354585,INFOP4
P170006749,1/13/2017 0:00,1041,8900,MILLER RD NE,121353167,23969733,T
P170006762,1/13/2017 0:00,1113,,KIMIKO LN / MADISON AVE N,122440262,23811001,T
P170006940,1/13/2017 0:00,1539,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170006947,1/13/2017 0:00,1555,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,T
P170008152,1/15/2017 0:00,2147,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170008309,1/16/2017 0:00,0843,7996,NE HIDDEN COVE RD,121951144,25717301,MVC4
P170008506,1/16/2017 0:00,1456,6536,NE LATYSON LN,121324293,22292995,FU
P170008542,1/16/2017 0:00,1558,11640,ARROW POINT DR NE,121217542,24857550,FU
P170008669,1/16/2017 0:00,2109,499,WINSLOW WAY E,122554345,23247143,PC4
P170008676,1/16/2017 0:00,2123,7757,NE DAY RD W,121891427,25251773,PC4
P170005717,1/11/2017 0:00,1133,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,FU
P170005760,1/11/2017 0:00,1306,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170007776,1/15/2017 0:00,0431,236,WINSLOW WAY E,122471495,23254130,PC4
P170005793,1/11/2017 0:00,1401,7305,NE HIDDEN COVE RD,121796062,25528639,SUSPI4
P170007970,1/15/2017 0:00,1514,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170005811,1/11/2017 0:00,1438,1220,WEAVER RD NW,122184644,23605547,FRAUD4
P170006979,1/13/2017 0:00,1649,835,MADISON AVE N,122415345,23498497,WC911
P170007029,1/13/2017 0:00,1854,253,HIGH SCHOOL RD NE,122470100,23646300,PC4
P170008515,1/16/2017 0:00,1515,,NE LOFGREN RD / MORAN RD NE,122445950,24110468,T
P170007064,1/13/2017 0:00,2016,,MADRONE LN AND WINSLOW WAY,122458088,23265954,PC4
P170005849,1/11/2017 0:00,1557,12939,PHELPS RD NE,122026258,25305931,PC4
P170006017,1/11/2017 0:00,2331,16302,REITAN RD NE,121519933,26410884,PC4
P170006052,1/12/2017 0:00,0204,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170006061,1/12/2017 0:00,0253,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170006081,1/12/2017 0:00,0404,12823,PHELPS RD NE,122029904,25255659,PC4
P170006128,1/12/2017 0:00,0834,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,122285390,23917601,T
P170007262,1/14/2017 0:00,0553,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170007544,1/14/2017 0:00,1845,2600,FORT WARD HILL RD NE,122359200,21867100,SUSPI3
P170005938,1/11/2017 0:00,1936,235,PARFITT WAY SW,122384216,23163545,MVC4
P170006083,1/12/2017 0:00,0412,10516,NE VALLEY RD,122742063,24697388,PC4
P170006097,1/12/2017 0:00,0546,14212,STATE HWY 305 NE,121702621,25718597,PC4
P170006344,1/12/2017 0:00,1432,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341873,24093714,T
P170004111,1/8/2017 0:00,0944,15987,AGATEWOOD RD NE,121570076,26301987,PC4
P170008698,1/16/2017 0:00,2211,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170008766,1/17/2017 0:00,0128,8588,NE HIDDEN COVE RD,122175544,25815402,PC4
P170008907,1/17/2017 0:00,1031,2232,SOUNDVIEW DR NE,122369395,21752344,POV4
P170008975,1/17/2017 0:00,1212,271,WYATT WAY NE,122484695,23372947,CIVIL4
P170009134,1/17/2017 0:00,1632,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,ABAND4
P170009248,1/17/2017 0:00,2035,16258,REITAN RD NE,121504755,26376955,PC4
P170007552,1/14/2017 0:00,1900,4192,NE EAGLE HARBOR DR,122699495,22888296,FI
P170007688,1/14/2017 0:00,2323,7689,NE DAY RD W,121829094,25206350,FI
P170007694,1/14/2017 0:00,2337,12733,NORTH MADISON AVE NE,122468653,25211437,PC4
P170007701,1/14/2017 0:00,2358,,AGATEWOOD RD NE / STATE HWY 305 NE,121562268,26138373,FI
P170007850,1/15/2017 0:00,1011,10103,NORTH MADISON AVE NE,122435745,24335449,T
P170009304,1/18/2017 0:00,0000,782,CHERRY AVE NE,122967696,23469047,PC4
P170000836,1/2/2017 0:00,1554,13240,PHELPS RD NE,122100986,25380964,UNKNO3
P170000803,1/2/2017 0:00,1420,499,OLYMPIC DR SE,122674000,23182900,PC4
P170002549,1/5/2017 0:00,1423,,AZALEA AVE NE / WING POINT WAY NE,122868766,23371340,T
P170002661,1/5/2017 0:00,1630,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170002082,1/4/2017 0:00,1935,7644,NE DAY RD W,121826500,25255700,PC4
P170000444,1/1/2017 0:00,2052,8943,NE KONO RD,122125044,22156394,ALRA
P170007911,1/15/2017 0:00,1313,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,T
P170009373,1/18/2017 0:00,0608,710,JOHN NELSON LN NE,122594695,23462497,ALRA
P170007956,1/15/2017 0:00,1434,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170008002,1/15/2017 0:00,1610,8670,NE LOVGREEN RD W,122141694,24988050,UNKNOB
P170008015,1/15/2017 0:00,1645,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170008051,1/15/2017 0:00,1805,907,CARVER ST,118435000,20790500,MEDIA
P170006588,1/12/2017 0:00,2304,208,HIGH SCHOOL RD NE,122478900,23646100,ASSIS3
P170008589,1/16/2017 0:00,1730,115,HALL BROTHERS LOOP NW,122372802,23252617,UNKNOB
P170006698,1/13/2017 0:00,0853,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,T
P170006727,1/13/2017 0:00,0955,,NE BUCKLIN HILL RD / NE EAGLE HARBOR DR,121966375,23305009,T
P170008665,1/16/2017 0:00,2053,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170008690,1/16/2017 0:00,2151,15466,SUNRISE DR NE,122753059,26107165,PC4
P170006852,1/13/2017 0:00,1346,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170006893,1/13/2017 0:00,1440,835,MADISON AVE N,122415345,23498497,WC911
P170006956,1/13/2017 0:00,1610,,NE JUSTIN CT / MILLER RD NE,121500290,24497909,PC3
P170007130,1/13/2017 0:00,2230,,BLAKELY AVE NE / THREE T RD NE,122534028,22270234,FI
P170007372,1/14/2017 0:00,1239,,NE BRADFORD LN / NE WILLIAMS LN,121440476,24730322,GUNVI3
P170008340,1/16/2017 0:00,0944,253,HIGH SCHOOL RD NE,122470100,23646300,T
P170008411,1/16/2017 0:00,1151,343,WINSLOW WAY E,122501900,23247000,ASSIS3
P170008546,1/16/2017 0:00,1602,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170008761,1/17/2017 0:00,0116,7861,NE DAY RD W,121874501,25252457,PC4
P170007069,1/13/2017 0:00,2026,253,HIGH SCHOOL RD NE,122470100,23646300,PC4
P170007083,1/13/2017 0:00,2101,,"XY(122436842,22542429)",122436842,22542429,CELL
P170008768,1/17/2017 0:00,0130,997,HAWLEY WAY NE,122716895,23274647,UNKNOA
P170006964,1/13/2017 0:00,1630,8804,MADISON AVE N,122493300,23896241,TRANS
P170007020,1/13/2017 0:00,1841,907,CARVER ST,118435000,20790500,MEDIA
P170008891,1/17/2017 0:00,1003,945,HILDEBRAND LN NE,122515795,23567097,WC911
P170007105,1/13/2017 0:00,2141,,ERICKSEN AVE NE / WINSLOW WAY E,122525857,23245989,T
P170009128,1/17/2017 0:00,1626,1566,FORT WARD HILL RD NE,122371845,21526993,HAZMA
P170000438,1/1/2017 0:00,2041,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,T
P170003709,1/7/2017 0:00,1334,,AGATEWOOD RD NE / STATE HWY 305 NE,121562268,26138373,MVCG
P170000383,1/1/2017 0:00,1800,907,CARVER ST,118435000,20790500,MEDIA
P170000222,1/1/2017 0:00,1240,6948,ARROW POINT DR NE,121493784,24643935,PC4
P170002739,1/5/2017 0:00,1908,499,OLYMPIC DR SE,122674000,23182900,UNWAN3
P170004149,1/8/2017 0:00,1154,120,EAGLE PL NE,122749506,23247096,PC4
P170007454,1/14/2017 0:00,1521,835,MADISON AVE N,122415345,23498497,WC911
P170009302,1/17/2017 0:00,2352,359,WINSLOW WAY E,122507214,23246811,PC4
P170009312,1/18/2017 0:00,0021,15446,SUNRISE DR NE,122763796,26092302,PC4
P170009315,1/18/2017 0:00,0040,16274,REITAN RD NE,121508731,26389928,PC4
P170009640,1/18/2017 0:00,1453,625,WINSLOW WAY E,122607645,23236096,SEXOF4
P170009623,1/18/2017 0:00,1421,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,TRAFF3
P170008800,1/17/2017 0:00,0524,7774,NE DAY RD W,121926990,25251566,PC4
P170010428,1/19/2017 0:00,2112,,NE KOURA RD / MILLER RD NE,121576649,24728845,T
P170008848,1/17/2017 0:00,0858,8615,POTLATCH AVE NE,121211792,23890398,SUSPI3
P170007099,1/13/2017 0:00,2132,143,MADRONE LN N,122455295,23271697,SUSPI3
P170009029,1/17/2017 0:00,1336,,FLETCHER BAY RD NE / NE HIGH SCHOOL RD,121498773,23670949,SUSPI3
P170009077,1/17/2017 0:00,1507,7119,NE DOLPHIN DR,121696243,26249652,ASSIS3
P170009164,1/17/2017 0:00,1719,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,TRAFF3
P170007120,1/13/2017 0:00,2218,8128,HIGH SCHOOL LOOP NE,121950944,23694897,SUSPI3
P170009244,1/17/2017 0:00,2031,1187,HILDEBRAND LN NE,122535308,23626514,PC4
P170009253,1/17/2017 0:00,2045,10766,BATTLE POINT DR NE,121002995,24594872,PC4
P170009307,1/18/2017 0:00,0005,8160,NE DAY RD W,122001123,25248347,PC4
P170009647,1/18/2017 0:00,1500,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170009641,1/18/2017 0:00,1455,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,MVC4
P170009662,1/18/2017 0:00,1515,3781,LYTLE RD NE,121898544,22260595,SUICI3
P170009834,1/18/2017 0:00,2136,16272,REITAN RD NE,121508014,26388386,PC4
P170009881,1/18/2017 0:00,2257,,NE JUSTIN CT / MILLER RD NE,121500290,24497909,T
P170010124,1/19/2017 0:00,1207,625,WINSLOW WAY E,122607645,23236096,MISC3
P170009176,1/17/2017 0:00,1739,7893,FLETCHER BAY RD NE,121499642,23618574,WC911
P170009199,1/17/2017 0:00,1820,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,RECKL3
P170009254,1/17/2017 0:00,2045,7861,NE DAY RD W,121874501,25252457,PC4
P170010898,1/20/2017 0:00,1628,10674,NORTH MADISON AVE NE,122475845,24511699,T
P170011028,1/20/2017 0:00,2114,5627,LYNWOOD CENTER RD NE,121736456,22896692,POV3
P170009264,1/17/2017 0:00,2103,382,HENSHAW WAY NE,122457175,23291736,PC4
P170007160,1/13/2017 0:00,2310,6934,NE BAKER HILL RD,121550729,22631458,LIQUO4
P170007317,1/14/2017 0:00,1003,,ARROW POINT DR NE / MILLER RD NE,121550887,24644466,T
P170007486,1/14/2017 0:00,1646,285,WINSLOW WAY E,122489916,23247611,THEFT4
P170007561,1/14/2017 0:00,1922,,BATTLE POINT DR NE / NE BEACH ST,120992390,24130427,MVC2
P170007611,1/14/2017 0:00,2115,625,WINSLOW WAY E,122607645,23236096,FU
P170007663,1/14/2017 0:00,2240,,NE DAY RD E / NE YETI LN,122025071,25272959,CELL
P170010137,1/19/2017 0:00,1229,625,WINSLOW WAY E,122607645,23236096,FI
P170010388,1/19/2017 0:00,1957,186,FERNCLIFF AVE NE,122690777,23276717,PC4
P170010640,1/20/2017 0:00,0942,,KIMIKO LN / MADISON AVE N,122440262,23811001,T
P170010703,1/20/2017 0:00,1124,8521,MADISON AVE N,122388295,23738847,CPR
P170010768,1/20/2017 0:00,1319,,"XY(121861362,25447713)",121861362,25447713,CELL
P170010896,1/20/2017 0:00,1626,,NORTH MADISON AVE NE / PHELPS RD NE,122423355,25842614,T
P170009367,1/18/2017 0:00,0527,11183,SUNRISE DR NE,122722660,24692152,PC4
P170009721,1/18/2017 0:00,1703,9907,MANDUS OLSON RD NE,121557143,24180948,FRAUD4
P170009731,1/18/2017 0:00,1716,11687,NE SUNSET LOOP,121762494,24900800,TRAFF3
P170009785,1/18/2017 0:00,1957,11949,NE COUNTRY CLUB RD,123147438,21865768,PC4
P170009808,1/18/2017 0:00,2038,285,MADISON AVE S,122426500,23199000,WC911
P170009819,1/18/2017 0:00,2048,10879,BILL POINT CIR NE,122925696,22826646,WC911
P170009811,1/18/2017 0:00,2040,285,MADISON AVE S,122426500,23199000,WC911
P170007731,1/15/2017 0:00,0125,289,SHANNON DR SE,122488195,23158996,OPEN3
P170009886,1/18/2017 0:00,2317,11311,STATE HWY 305 NE,122294438,24746472,PC4
P170007878,1/15/2017 0:00,1135,124,WINSLOW WAY E,122436166,23249182,FU
P170008067,1/15/2017 0:00,1856,635,HIGH SCHOOL RD NE,122615945,23616547,FI
P170008143,1/15/2017 0:00,2125,7666,NE HIGH SCHOOL RD,121802600,23667700,FI
P170011022,1/20/2017 0:00,2108,16229,REITAN RD NE,121431293,26343753,PC4
P170011031,1/20/2017 0:00,2118,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170011041,1/20/2017 0:00,2146,2600,FORT WARD HILL RD NE,122359200,21867100,PC4
P170011098,1/20/2017 0:00,2350,19561,7TH AVE NE,119570689,27526955,MVCA
P170011192,1/21/2017 0:00,0746,,MADISON AVE N / WINSLOW WAY E,122427905,23249436,RECKL3
P170002814,1/5/2017 0:00,2154,3995,CRYSTAL SPRINGS DR NE,121037083,22373684,PC4
P170004347,1/8/2017 0:00,2217,4695,LYNWOOD CENTER RD NE,121759728,22552884,PC4
P170002102,1/4/2017 0:00,2013,15446,SUNRISE DR NE,122763796,26092302,PC4
P170002274,1/5/2017 0:00,0721,9478,OLYMPUS BEACH RD NE,120949192,24186148,RUNAW4
P170002308,1/5/2017 0:00,0835,,NE HANSON AVE / NE WILD CHERRY LN,121222975,23808694,T
P170002335,1/5/2017 0:00,0937,8500,NE GORDON DR,122119894,26245052,THEFT4
P170009233,1/17/2017 0:00,1959,1185,HILDEBRAND LN NE,122535288,23625643,PC4
P170011212,1/21/2017 0:00,0845,10376,NE WINTHERS RD,122716345,24967200,T
P170011265,1/21/2017 0:00,1106,201,WYATT WAY NE,122474545,23371797,VERBA3
P170011276,1/21/2017 0:00,1139,625,WINSLOW WAY E,122607645,23236096,MISC4
P170011417,1/21/2017 0:00,1614,5000,LYNWOOD CENTER RD NE,121780003,22694953,ASSIS3
P170011441,1/21/2017 0:00,1716,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170009843,1/18/2017 0:00,2155,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,T
P170010027,1/19/2017 0:00,0940,10656,NE VALLEY RD,122774014,24696617,PC4
P170010081,1/19/2017 0:00,1058,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,ASSIS3
P170010391,1/19/2017 0:00,2006,7695,WEAVER RD NW,122172308,23631156,PC4
P170010416,1/19/2017 0:00,2046,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170010420,1/19/2017 0:00,2058,16316,REITAN RD NE,121522095,26422525,PC4
P170011536,1/21/2017 0:00,2125,357,BJUNE DR SE,122512018,23206984,PC4
P170011556,1/21/2017 0:00,2219,8588,NE HIDDEN COVE RD,122175544,25815402,PC4
P170011678,1/22/2017 0:00,0413,16285,STATE HWY 305 NE,120963992,26314403,ASSIS3
P170011705,1/22/2017 0:00,0824,7578,NE DAY RD W,121793073,25259393,PC4
P170011824,1/22/2017 0:00,1436,8937,MILLER RD NE,121324043,23995348,T
P170011843,1/22/2017 0:00,1529,,EAGLECLIFF RD / FERNCLIFF AVE NE,122697846,23532475,T
P170010383,1/19/2017 0:00,1952,360,HIGH SCHOOL RD NE,122524305,23645260,PC4
P170006450,1/12/2017 0:00,1804,986,CURTIS LOOP NE,122681549,23421768,BLS
P170006466,1/12/2017 0:00,1841,835,MADISON AVE N,122415345,23498497,WC911
P170010751,1/20/2017 0:00,1257,343,WINSLOW WAY E,122501900,23247000,SHOPL4
P170010760,1/20/2017 0:00,1312,,KIMIKO LN / MADISON AVE N,122440262,23811001,T
P170008629,1/16/2017 0:00,1859,625,WINSLOW WAY E,122607645,23236096,FU
P170001970,1/4/2017 0:00,1530,1321,WINTERGREEN LN NE,122611892,23676930,FU
P170002074,1/4/2017 0:00,1916,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170002094,1/4/2017 0:00,2000,,NE DAY RD E / SUNRISE DR NE,122734131,25222429,TRAFF3
P170002171,1/4/2017 0:00,2334,26159,DULAY RD NE,123017293,29611340,WC3
P170000956,1/2/2017 0:00,2101,9829,NE COUNTRY CLUB RD,122440777,22153811,PC4
P170011854,1/22/2017 0:00,1556,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,T
P170012122,1/23/2017 0:00,0756,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170012205,1/23/2017 0:00,1052,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170012170,1/23/2017 0:00,0949,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170012251,1/23/2017 0:00,1206,,NE HIGH SCHOOL RD / MADISON AVE N,122440281,23644494,T
P170012380,1/23/2017 0:00,1550,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170011855,1/22/2017 0:00,1600,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,TRAFF4
P170008884,1/17/2017 0:00,0945,301,SHANNON DR SE,122531725,23167210,FU
P170008945,1/17/2017 0:00,1127,10070,ARROW POINT DR NE,121419143,24672199,FU
P170009006,1/17/2017 0:00,1257,7381,NE BAY HILL RD,121728493,24836700,FRAUD4
P170009011,1/17/2017 0:00,1301,8845,MADISON AVE N,122443766,23936879,FU
P170010658,1/20/2017 0:00,1017,835,MADISON AVE N,122415345,23498497,WC911
P170012576,1/23/2017 0:00,2230,4114,NE EAGLE HARBOR DR,122713215,22862172,PC4
P170012583,1/23/2017 0:00,2247,10278,THREE T RD NE,122599633,22240931,PC4
P170012668,1/24/2017 0:00,0235,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170012769,1/24/2017 0:00,0929,8270,NE LOVGREEN RD W,121944165,24986076,PC4
P170013027,1/24/2017 0:00,1608,203,CAMELIA LOOP NE,122477029,23597241,PC4
P170013131,1/24/2017 0:00,1932,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,RECKL3
P170008656,1/16/2017 0:00,2005,4401,POINT WHITE DR NE,121544143,22488045,PC4
P170008772,1/17/2017 0:00,0147,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,SUICIA
P170008811,1/17/2017 0:00,0557,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,FU
P170009035,1/17/2017 0:00,1352,9354,NE HIGH SCHOOL RD,122353920,23650618,FU
P170009190,1/17/2017 0:00,1810,907,CARVER ST,118435000,20790500,MEDIA
P170011015,1/20/2017 0:00,2101,7566,NE HIGH SCHOOL RD,121772914,23667970,PC4
P170000890,1/2/2017 0:00,1811,,NE HIDDEN COVE RD / RUNNING SPRINGS LN NE,121910918,25636035,T
P170002530,1/5/2017 0:00,1401,9800-BLK,MANITOU BEACH DR NE,122538374,24306486,T
P170002587,1/5/2017 0:00,1500,9500,SPORTSMAN CLUB RD NE,122354106,24174958,T
P170002600,1/5/2017 0:00,1512,,FERRYVIEW LN NE / WING POINT WAY NE,122830809,23372231,T
P170002631,1/5/2017 0:00,1546,9500,SPORTSMAN CLUB RD NE,122354106,24174958,T
P170002657,1/5/2017 0:00,1625,381,WALLACE WAY NE,122524645,23506047,LOSTP4
P170010685,1/20/2017 0:00,1053,7290,NE MANUAL RD,121732443,25724701,THEFT4
P170010724,1/20/2017 0:00,1147,253,HIGH SCHOOL RD NE,122470100,23646300,T
P170012198,1/23/2017 0:00,1044,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170011110,1/21/2017 0:00,0036,236,WINSLOW WAY E,122471495,23254130,PC4
P170011337,1/21/2017 0:00,1355,406,HIGH SCHOOL RD NE,122537800,23644900,DUI3
P170011202,1/21/2017 0:00,0811,9393,NE DAY RD E,122398134,25232965,PC4
P170014778,1/27/2017 0:00,2015,16286,REITAN RD NE,121513948,26398691,PC4
P170013222,1/24/2017 0:00,2322,6613,NE HIDDEN COVE RD,121489623,25653711,PC4
P170013258,1/25/2017 0:00,0210,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170013294,1/25/2017 0:00,0506,7893,FLETCHER BAY RD NE,121499642,23618574,MALIC3
P170013368,1/25/2017 0:00,0951,,NE KOURA RD / MILLER RD NE,121576649,24728845,T
P170011029,1/20/2017 0:00,2115,7759,NE DAY RD W,121866378,25252817,PC4
P170009324,1/18/2017 0:00,0118,8239,NE HIDDEN COVE RD,122022444,25818252,ALRA
P170009360,1/18/2017 0:00,0459,710,JOHN NELSON LN NE,122594695,23462497,ALRA
P170011269,1/21/2017 0:00,1115,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,MVC4
P170011333,1/21/2017 0:00,1346,16472,AGATE PASS RD NE,121717622,26453452,WC3
P170011368,1/21/2017 0:00,1443,8263,NE CARMELLA LN,121978144,23520897,FI
P170002834,1/5/2017 0:00,2228,3000,PLEASANT BEACH DR NE,122112500,22010500,PC4
P170001864,1/4/2017 0:00,1237,10034,NE KNIGHT RD,122619105,25359204,ALRA
P170001904,1/4/2017 0:00,1336,8704,POTLATCH AVE NE,121229042,23912048,ALRA
P170001920,1/4/2017 0:00,1359,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170002838,1/5/2017 0:00,2239,10791,BATTLE POINT DR NE,121003086,24602482,PC4
P170002846,1/5/2017 0:00,2258,8509,SANDS AVE NE,121912343,23837710,PC4
P170011360,1/21/2017 0:00,1431,635,HIGH SCHOOL RD NE,122615945,23616547,T
P170012335,1/23/2017 0:00,1437,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170011421,1/21/2017 0:00,1622,15446,SUNRISE DR NE,122763796,26092302,PC4
P170011431,1/21/2017 0:00,1650,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170011446,1/21/2017 0:00,1732,,MILLER RD NE / PETERSON HILL RD NE,121669910,24878617,T
P170011563,1/21/2017 0:00,2232,,FLETCHER BAY RD NE / NE HIGH SCHOOL RD,121498773,23670949,T
P170013419,1/25/2017 0:00,1203,17200,KINNEAR RD NE,121853194,26722153,SUSPI4
P170013468,1/25/2017 0:00,1342,8425,NE DAY RD E,122062147,25245473,PC4
P170013567,1/25/2017 0:00,1613,8800,MADISON AVE N,122461785,23903536,BLS
